team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
New York Knicks,0.5,0.0,1.0,0.5,-1
Los Angeles Lakers,0.0,0.0,0.0,0.0,-3
Memphis Grizzlies,0.5,0.5,0.5,0.5,-1
Philadelphia 76ers,0.0,0.0,0.0,0.0,-3
San Antonio Spurs,0.75,1.0,0.6666666666666666,0.75,3
Houston Rockets,0.25,0.3333333333333333,0.0,0.25,1
Detroit Pistons,1.0,1.0,1.0,1.0,3
Boston Celtics,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,-2
Miami Heat,0.6666666666666666,1.0,0.0,0.6666666666666666,1
Orlando Magic,0.0,0.0,0.0,0.0,-3
Portland Trail Blazers,0.5,0.5,0.5,0.5,1
Golden State Warriors,1.0,1.0,1.0,1.0,4
Chicago Bulls,0.75,1.0,0.5,0.75,1
Washington Wizards,0.6666666666666666,0.0,1.0,0.6666666666666666,-1
Dallas Mavericks,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1
Minnesota Timberwolves,0.6666666666666666,0.0,1.0,0.6666666666666666,-1
Oklahoma City Thunder,0.75,1.0,0.5,0.75,-1
Charlotte Hornets,0.0,0.0,0.0,0.0,-3
Milwaukee Bucks,0.25,0.0,0.5,0.25,1
Los Angeles Clippers,1.0,1.0,1.0,1.0,4
Toronto Raptors,1.0,1.0,1.0,1.0,3
Utah Jazz,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,2
Phoenix Suns,0.5,0.5,0.5,0.5,-1
Sacramento Kings,0.3333333333333333,0.5,0.0,0.3333333333333333,-1
New Orleans Pelicans,0.0,0.0,0.0,0.0,-3
Cleveland Cavaliers,0.75,1.0,0.6666666666666666,0.75,3
Atlanta Hawks,0.75,0.5,1.0,0.75,3
Brooklyn Nets,0.0,0.0,0.0,0.0,-4
Indiana Pacers,0.0,0.0,0.0,0.0,-3
Denver Nuggets,0.3333333333333333,0.0,0.5,0.3333333333333333,-2
