team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,5760,.446,13.6,.690,.269,.140,.115,.165,.310,.486,.574,.411,.416,.456,.358,.474,.043,79,.223,221,.815,.224,.417
Boston Celtics,5520,.440,13.5,.682,.277,.167,.099,.140,.318,.486,.600,.405,.402,.408,.342,.511,.039,67,.245,253,.837,.197,.368
Brooklyn Nets,5330,.468,13.4,.677,.291,.146,.093,.148,.323,.515,.601,.452,.425,.462,.368,.484,.053,89,.258,274,.812,.252,.401
Chicago Bulls,5520,.445,12.7,.718,.293,.176,.100,.150,.282,.476,.616,.398,.351,.376,.365,.522,.045,80,.271,287,.874,.255,.341
Charlotte Hornets,5835,.434,13.9,.658,.290,.111,.091,.166,.342,.483,.566,.447,.436,.386,.339,.506,.034,60,.256,267,.869,.213,.326
Cleveland Cavaliers,5280,.448,13.4,.686,.284,.143,.112,.144,.314,.490,.635,.335,.418,.422,.355,.508,.036,57,.247,260,.850,.202,.351
Dallas Mavericks,5570,.466,13.7,.682,.268,.145,.096,.173,.318,.500,.661,.391,.399,.393,.394,.496,.047,72,.226,228,.772,.243,.386
Denver Nuggets,5835,.458,13.0,.723,.282,.165,.109,.168,.277,.500,.627,.462,.432,.368,.349,.470,.048,92,.242,282,.852,.221,.387
Detroit Pistons,6000,.430,13.3,.706,.266,.173,.110,.157,.294,.471,.612,.392,.385,.379,.332,.509,.030,54,.241,283,.846,.231,.331
Golden State Warriors,5810,.431,13.5,.695,.271,.165,.099,.160,.305,.479,.631,.338,.417,.404,.321,.480,.043,80,.240,288,.843,.219,.338
Houston Rockets,5810,.456,13.4,.687,.275,.178,.089,.146,.313,.498,.673,.382,.402,.368,.363,.460,.041,74,.250,299,.852,.242,.410
Indiana Pacers,5860,.450,14.0,.656,.279,.135,.086,.156,.344,.513,.613,.481,.452,.399,.330,.496,.046,81,.261,276,.881,.259,.355
Los Angeles Clippers,5810,.437,13.3,.721,.257,.168,.132,.164,.279,.469,.646,.415,.362,.333,.354,.486,.044,77,.233,261,.826,.225,.322
Los Angeles Lakers,6000,.480,13.3,.675,.311,.134,.089,.141,.325,.543,.706,.423,.360,.410,.350,.562,.070,138,.251,335,.869,.215,.407
Memphis Grizzlies,6150,.431,13.8,.655,.281,.150,.082,.142,.345,.480,.613,.387,.385,.369,.338,.467,.039,67,.255,269,.819,.236,.364
Miami Heat,5785,.440,12.6,.738,.288,.168,.120,.161,.262,.471,.561,.419,.433,.393,.352,.456,.037,62,.255,242,.901,.275,.358
Milwaukee Bucks,5305,.428,13.8,.638,.292,.139,.092,.116,.362,.490,.623,.359,.401,.384,.318,.528,.047,70,.245,237,.888,.270,.371
Minnesota Timberwolves,5545,.472,13.0,.684,.311,.148,.086,.137,.316,.527,.659,.421,.406,.421,.355,.471,.059,100,.266,279,.822,.230,.420
New Orleans Pelicans,5885,.440,13.4,.674,.281,.166,.099,.128,.326,.488,.663,.351,.377,.364,.340,.529,.052,98,.244,307,.882,.229,.357
New York Knicks,5545,.448,12.6,.695,.325,.150,.086,.135,.305,.484,.580,.424,.395,.378,.366,.448,.053,85,.278,273,.814,.237,.449
Oklahoma City Thunder,5620,.444,12.0,.711,.318,.187,.102,.104,.289,.487,.633,.357,.379,.386,.339,.458,.052,87,.276,309,.842,.260,.349
Orlando Magic,6000,.442,12.7,.723,.308,.160,.110,.145,.277,.484,.602,.415,.373,.396,.333,.491,.061,94,.253,277,.835,.194,.349
Philadelphia 76ers,5620,.454,13.1,.701,.297,.151,.108,.147,.299,.500,.642,.384,.426,.384,.346,.472,.047,86,.261,305,.836,.184,.418
Phoenix Suns,5595,.464,13.4,.708,.283,.136,.131,.158,.292,.494,.619,.380,.444,.409,.391,.482,.037,67,.247,267,.848,.204,.478
Portland Trail Blazers,6075,.457,13.0,.708,.290,.169,.104,.145,.292,.495,.586,.468,.416,.397,.364,.430,.046,84,.247,274,.789,.191,.342
Sacramento Kings,5595,.452,14.2,.653,.241,.170,.086,.157,.347,.499,.636,.476,.405,.362,.365,.523,.046,70,.217,219,.830,.254,.421
San Antonio Spurs,5760,.450,13.2,.703,.277,.167,.100,.160,.297,.495,.605,.408,.452,.420,.343,.509,.052,85,.241,249,.827,.264,.340
Toronto Raptors,5545,.452,13.4,.661,.283,.173,.087,.117,.339,.505,.645,.388,.381,.433,.348,.492,.058,96,.258,259,.843,.231,.371
Utah Jazz,6000,.433,12.4,.730,.313,.167,.099,.152,.270,.459,.585,.334,.357,.401,.364,.417,.047,83,.268,283,.810,.190,.402
Washington Wizards,5355,.464,13.7,.679,.280,.144,.108,.148,.321,.507,.625,.427,.437,.412,.375,.504,.043,70,.252,254,.854,.202,.439
