team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
Cleveland Cavaliers,.654,0.7948717948717948,0.5128205128205128,0.6,4
Boston Celtics,.633,0.717948717948718,0.55,0.6,-2
Toronto Raptors,.608,0.675,0.5384615384615384,0.8,1
Washington Wizards,.608,0.75,0.46153846153846156,0.6,2
Atlanta Hawks,.513,0.5384615384615384,0.48717948717948717,0.3,1
Milwaukee Bucks,.506,0.55,0.46153846153846156,0.6,-3
Chicago Bulls,.494,0.5897435897435898,0.4,0.7,1
Indiana Pacers,.494,0.7,0.28205128205128205,0.4,2
Miami Heat,.487,0.5384615384615384,0.4358974358974359,0.5,1
Charlotte Hornets,.456,0.55,0.358974358974359,0.6,-2
Detroit Pistons,.449,0.6,0.2894736842105263,0.2,-2
New York Knicks,.380,0.46153846153846156,0.3,0.3,-1
Orlando Magic,.354,0.38461538461538464,0.325,0.4,1
Philadelphia 76ers,.354,0.4358974358974359,0.275,0.2,-5
Brooklyn Nets,.241,0.3,0.1794871794871795,0.6,-1
Golden State Warriors,.823,0.8947368421052632,0.7560975609756098,1.0,13
San Antonio Spurs,.769,0.775,0.7631578947368421,0.8,-1
Houston Rockets,.679,0.7435897435897436,0.6153846153846154,0.6,2
Utah Jazz,.615,0.6923076923076923,0.5384615384615384,0.5,1
Los Angeles Clippers,.608,0.6923076923076923,0.525,0.8,4
Oklahoma City Thunder,.577,0.7,0.4473684210526316,0.6,2
Memphis Grizzlies,.532,0.6052631578947368,0.4634146341463415,0.3,-3
Portland Trail Blazers,.494,0.6052631578947368,0.3902439024390244,0.7,1
Denver Nuggets,.474,0.5384615384615384,0.41025641025641024,0.4,-1
New Orleans Pelicans,.423,0.5121951219512195,0.32432432432432434,0.6,-2
Dallas Mavericks,.410,0.5384615384615384,0.28205128205128205,0.3,-2
Sacramento Kings,.397,0.41025641025641024,0.38461538461538464,0.4,2
Minnesota Timberwolves,.397,0.5,0.2894736842105263,0.3,-2
Los Angeles Lakers,.295,0.3684210526315789,0.225,0.3,2
Phoenix Suns,.278,0.3333333333333333,0.225,0.0,-13
