team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.455,13.0,.695,.326,.118,.096,.156,.305,.504,.626,.349,.403,.424,.344,.539,.054,221,.282,698,.890,.229,.423,6,0
Boston Celtics,.454,14.2,.614,.292,.135,.073,.114,.386,.508,.633,.383,.419,.396,.366,.560,.030,122,.274,706,.847,.224,.439,12,0
Brooklyn Nets,.441,13.2,.622,.308,.178,.070,.067,.378,.502,.599,.439,.382,.352,.340,.437,.033,130,.302,731,.848,.227,.344,10,0
Chicago Bulls,.441,12.5,.767,.280,.175,.128,.184,.233,.479,.587,.463,.398,.384,.319,.490,.038,156,.259,633,.857,.266,.405,6,0
Charlotte Hornets,.440,13.6,.678,.290,.141,.098,.149,.322,.481,.606,.388,.399,.381,.354,.563,.035,141,.260,636,.791,.143,.388,12,0
Cleveland Cavaliers,.461,14.3,.607,.288,.115,.097,.107,.393,.509,.652,.326,.417,.406,.386,.437,.054,214,.240,594,.823,.296,.422,5,0
Dallas Mavericks,.439,15.2,.634,.205,.124,.119,.186,.366,.486,.631,.440,.447,.385,.358,.444,.035,133,.173,411,.821,.197,.389,7,0
Denver Nuggets,.461,12.5,.692,.330,.163,.081,.119,.308,.504,.610,.434,.378,.392,.365,.518,.049,196,.287,706,.874,.196,.372,11,0
Detroit Pistons,.456,13.0,.737,.247,.199,.136,.155,.263,.497,.650,.400,.457,.410,.339,.457,.042,175,.210,565,.844,.211,.393,21,1
Golden State Warriors,.499,14.2,.640,.292,.107,.112,.129,.360,.563,.696,.438,.453,.459,.387,.663,.071,302,.231,630,.828,.204,.387,21,1
Houston Rockets,.465,14.5,.540,.308,.134,.041,.056,.460,.553,.679,.385,.368,.409,.362,.548,.074,311,.260,741,.779,.203,.397,11,0
Indiana Pacers,.463,13.4,.733,.236,.192,.110,.194,.267,.499,.619,.476,.417,.422,.366,.497,.034,133,.233,585,.841,.248,.402,12,1
Los Angeles Clippers,.468,14.3,.674,.273,.120,.082,.199,.326,.512,.647,.389,.421,.436,.379,.496,.064,250,.226,559,.786,.204,.407,11,0
Los Angeles Lakers,.444,12.9,.697,.282,.183,.109,.123,.303,.485,.629,.382,.384,.395,.352,.452,.053,220,.235,621,.786,.217,.385,9,1
Memphis Grizzlies,.432,13.4,.691,.288,.161,.095,.148,.309,.467,.570,.423,.392,.362,.352,.482,.030,119,.269,647,.826,.191,.429,19,0
Miami Heat,.450,13.0,.698,.293,.164,.093,.148,.302,.490,.614,.406,.384,.402,.360,.447,.052,212,.242,582,.894,.317,.402,10,0
Milwaukee Bucks,.475,11.5,.723,.370,.172,.073,.108,.277,.516,.640,.397,.362,.386,.368,.541,.079,301,.291,683,.918,.278,.386,8,0
Minnesota Timberwolves,.462,12.7,.737,.296,.164,.094,.183,.263,.500,.630,.431,.397,.405,.354,.534,.056,229,.244,597,.860,.255,.412,5,0
New Orleans Pelicans,.443,13.3,.697,.281,.167,.100,.147,.303,.480,.607,.402,.395,.385,.356,.509,.044,187,.248,620,.821,.204,.387,5,0
New York Knicks,.444,13.3,.715,.293,.121,.130,.170,.285,.479,.591,.364,.428,.404,.356,.457,.041,179,.257,652,.829,.224,.449,19,0
Oklahoma City Thunder,.450,12.1,.700,.346,.143,.105,.106,.300,.505,.621,.404,.397,.370,.322,.470,.064,260,.286,732,.791,.270,.344,13,1
Orlando Magic,.440,13.6,.696,.257,.166,.114,.159,.304,.487,.621,.417,.440,.374,.333,.497,.038,160,.225,579,.877,.177,.293,16,0
Philadelphia 76ers,.438,13.6,.652,.288,.150,.102,.113,.348,.485,.638,.360,.364,.374,.350,.544,.039,154,.257,645,.868,.157,.406,6,0
Phoenix Suns,.447,12.6,.733,.312,.148,.112,.161,.267,.484,.617,.393,.383,.381,.343,.388,.053,213,.265,678,.791,.300,.330,14,0
Portland Trail Blazers,.455,13.7,.673,.284,.142,.096,.151,.327,.501,.601,.419,.432,.435,.358,.469,.048,195,.238,581,.811,.205,.364,12,0
Sacramento Kings,.456,13.1,.693,.280,.185,.078,.151,.307,.498,.642,.424,.383,.383,.361,.507,.045,172,.275,685,.892,.248,.400,15,0
San Antonio Spurs,.476,13.3,.730,.256,.165,.110,.200,.270,.503,.642,.417,.406,.447,.405,.524,.048,180,.219,536,.877,.276,.427,9,0
Toronto Raptors,.464,13.2,.708,.258,.184,.118,.149,.292,.502,.624,.451,.433,.409,.370,.379,.046,191,.229,574,.776,.250,.378,10,1
Utah Jazz,.465,13.4,.666,.286,.148,.103,.129,.334,.516,.659,.426,.449,.361,.364,.443,.063,234,.227,541,.795,.263,.364,9,1
Washington Wizards,.477,13.1,.725,.293,.141,.112,.180,.275,.517,.637,.433,.435,.440,.369,.494,.043,172,.258,675,.850,.266,.328,7,0
