team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Milwaukee Bucks,37.1,85.4,10.0,30.4,27.0,55.0,19.3,24.4,.793,10.8,33.2,44.0,23.7,8.0,5.4,14.6,19.6,103.6
Chicago Bulls,38.9,87.3,8.7,24.3,30.2,63.0,13.4,18.3,.733,11.3,32.1,43.4,23.5,7.6,5.1,13.4,19.8,99.8
San Antonio Spurs,36.7,82.0,8.3,24.6,28.4,57.4,16.2,20.8,.778,9.1,32.4,41.5,21.5,7.4,4.0,14.2,19.5,97.9
Cleveland Cavaliers,39.3,88.9,9.7,27.6,29.6,61.3,14.3,18.8,.760,11.8,31.8,43.7,23.3,7.2,4.6,13.3,22.2,102.4
Utah Jazz,35.6,83.1,8.1,22.3,27.5,60.7,16.0,21.2,.756,10.0,31.1,41.1,18.0,6.7,3.8,11.8,20.0,95.2
Dallas Mavericks,36.2,77.6,10.0,25.1,26.2,52.6,17.8,22.9,.776,8.6,36.2,44.8,21.0,6.6,3.6,15.5,19.4,100.3
Washington Wizards,39.2,83.3,10.3,27.0,28.8,56.3,17.5,24.6,.714,10.3,32.9,43.2,23.3,7.8,4.8,16.6,20.3,106.2
Toronto Raptors,37.8,83.6,9.8,28.6,27.9,55.0,17.7,23.3,.759,11.1,31.3,42.4,22.5,6.2,4.2,15.5,20.9,103.0
Boston Celtics,37.6,84.5,8.9,26.2,28.7,58.3,19.0,24.8,.765,11.1,34.8,45.9,21.9,7.3,5.4,14.2,19.0,103.2
Detroit Pistons,35.9,82.5,7.9,23.9,28.0,58.6,16.1,21.0,.765,8.9,34.1,43.0,21.0,6.7,4.6,12.5,16.6,95.7
Atlanta Hawks,39.5,87.3,10.0,27.3,29.6,60.0,14.4,19.0,.762,9.9,32.6,42.5,22.5,10.0,5.1,16.0,20.7,103.4
Miami Heat,37.5,84.7,7.5,21.9,30.0,62.8,17.6,22.0,.799,10.7,34.3,45.0,20.0,6.5,6.0,13.1,18.8,100.1
Sacramento Kings,37.4,82.0,10.9,28.8,26.4,53.2,19.0,24.8,.769,10.3,33.4,43.7,23.1,8.0,6.0,15.6,21.4,104.7
Memphis Grizzlies,33.9,78.7,9.3,27.3,24.6,51.5,20.2,27.6,.733,8.5,34.2,42.7,18.7,7.3,5.7,15.5,21.4,97.3
Los Angeles Clippers,37.2,84.0,8.5,23.5,28.6,60.5,18.3,23.8,.769,9.7,32.5,42.2,21.2,6.8,3.1,15.0,23.9,101.1
Philadelphia 76ers,39.3,87.0,8.9,25.9,30.4,61.1,18.4,24.6,.745,11.0,34.5,45.5,21.6,9.0,5.3,13.3,19.4,105.9
Charlotte Hornets,39.3,89.0,10.5,30.6,28.8,58.5,13.4,17.5,.767,9.2,35.8,45.0,23.7,7.0,5.3,12.8,21.3,102.5
Minnesota Timberwolves,38.7,82.1,9.3,25.8,29.4,56.3,20.0,25.4,.785,9.6,31.6,41.2,21.8,7.9,5.1,14.3,20.9,106.7
New York Knicks,38.4,86.2,9.4,26.4,28.9,59.8,21.2,27.2,.778,11.9,33.4,45.3,20.7,7.9,4.6,13.4,19.0,107.3
Denver Nuggets,40.6,87.5,8.8,24.6,31.9,63.0,18.8,24.3,.773,9.0,32.5,41.5,22.4,9.2,5.7,12.1,22.0,108.8
Oklahoma City Thunder,39.4,87.6,9.0,26.2,30.5,61.4,17.1,23.1,.740,9.8,32.3,42.1,21.9,8.6,5.4,14.2,20.4,104.9
Orlando Magic,38.6,85.3,8.3,23.7,30.3,61.6,15.9,21.0,.756,10.2,35.2,45.4,21.8,6.9,5.5,12.4,18.6,101.3
Brooklyn Nets,42.9,91.8,11.1,29.9,31.8,61.9,17.6,23.3,.755,11.6,36.3,47.9,24.3,10.3,5.5,14.3,21.5,114.5
Houston Rockets,39.0,86.1,9.7,27.3,29.3,58.8,18.1,22.9,.792,9.9,31.0,40.8,21.8,8.7,5.0,14.8,19.3,105.9
Golden State Warriors,38.9,89.8,9.0,27.7,29.8,62.1,19.3,24.7,.781,12.2,32.3,44.5,22.0,8.6,3.5,15.0,21.1,106.1
Indiana Pacers,38.9,86.8,10.3,30.1,28.7,56.7,18.5,23.4,.790,11.6,35.2,46.8,23.0,8.5,5.5,16.2,20.1,106.6
New Orleans Pelicans,40.3,90.4,10.5,30.2,29.8,60.3,15.8,20.7,.764,10.3,38.3,48.6,24.9,7.6,4.3,13.6,19.9,107.0
Phoenix Suns,39.9,87.2,10.0,25.6,29.9,61.6,23.5,30.0,.783,9.6,35.1,44.6,22.8,8.2,5.7,15.8,22.3,113.2
Portland Trail Blazers,39.7,87.3,9.5,25.6,30.2,61.7,22.4,28.6,.786,11.0,34.6,45.6,20.7,7.8,5.5,13.1,19.4,111.4
Los Angeles Lakers,41.6,86.7,10.0,28.1,31.6,58.6,17.9,24.0,.745,10.5,33.8,44.2,25.8,9.8,5.4,14.4,19.5,111.0
