team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Dallas Mavericks,36.3,77.2,9.7,24.3,26.6,52.9,17.8,23.0,.775,8.5,35.3,43.9,20.7,6.4,3.5,15.3,19.3,100.0
San Antonio Spurs,36.9,82.8,8.2,24.4,28.7,58.4,16.8,21.5,.778,9.5,31.2,40.7,21.2,7.5,4.0,14.4,19.9,98.8
Utah Jazz,35.8,82.6,8.1,22.8,27.7,59.8,15.8,20.7,.764,9.7,31.2,40.9,17.9,7.0,3.6,12.2,20.5,95.5
Philadelphia 76ers,38.5,85.7,9.2,25.5,29.3,60.2,18.7,25.1,.745,10.8,34.2,45.0,21.6,8.4,5.1,14.4,19.9,104.9
Cleveland Cavaliers,39.8,87.5,10.2,28.3,29.7,59.2,15.1,19.6,.769,11.0,32.9,43.9,24.2,7.4,5.1,13.9,21.7,104.9
Memphis Grizzlies,34.3,78.7,9.5,28.2,24.8,50.4,21.2,28.7,.741,8.8,33.9,42.8,19.8,6.8,5.2,14.8,21.1,99.4
Milwaukee Bucks,38.0,84.5,10.6,29.7,27.4,54.8,17.8,23.0,.773,10.6,32.0,42.5,24.3,7.5,5.2,14.3,19.4,104.3
Miami Heat,38.2,85.2,8.4,23.9,29.9,61.3,17.6,22.6,.778,10.2,34.7,44.9,20.8,6.6,5.2,13.1,18.8,102.5
Atlanta Hawks,38.8,86.3,10.1,28.0,28.7,58.3,15.0,19.5,.770,10.6,33.0,43.5,22.3,8.9,4.9,15.8,20.8,102.8
Sacramento Kings,37.7,81.7,10.8,28.7,26.9,53.0,19.1,24.5,.783,10.1,32.8,42.9,23.0,8.1,5.5,14.8,21.4,105.4
Charlotte Hornets,39.0,87.9,10.9,30.8,28.1,57.1,14.3,18.2,.782,9.2,35.2,44.5,23.7,6.9,5.8,12.7,20.4,103.2
Boston Celtics,38.7,85.4,9.3,26.5,29.4,58.9,18.9,24.5,.774,11.3,34.0,45.3,22.8,7.4,5.3,14.2,19.5,105.7
Chicago Bulls,39.2,85.8,8.5,23.8,30.7,62.0,14.2,18.8,.758,10.5,32.3,42.8,23.8,7.4,4.9,13.3,19.2,101.2
Detroit Pistons,37.7,82.5,9.0,24.4,28.7,58.1,17.0,21.9,.779,8.4,34.3,42.7,23.3,7.0,4.3,12.8,17.2,101.3
Indiana Pacers,39.0,86.4,10.2,29.5,28.8,56.9,18.6,23.6,.789,11.4,34.5,45.9,23.1,8.3,5.3,15.5,20.0,106.8
Minnesota Timberwolves,38.5,82.1,9.3,26.1,29.2,56.0,18.3,23.6,.773,9.4,30.6,40.0,22.2,8.0,5.1,14.2,20.8,104.5
Golden State Warriors,39.0,90.1,9.2,28.9,29.8,61.2,17.7,23.4,.758,11.6,31.7,43.2,21.9,9.0,3.8,15.0,20.3,104.9
Toronto Raptors,38.1,83.6,10.0,27.7,28.1,55.9,18.7,23.9,.782,10.7,32.7,43.4,22.4,6.4,4.5,15.7,20.6,104.9
Oklahoma City Thunder,39.3,86.3,8.8,25.0,30.5,61.3,18.0,23.9,.752,9.9,31.6,41.4,21.9,8.3,5.2,14.0,20.8,105.3
Washington Wizards,38.9,84.2,10.0,27.1,29.0,57.0,17.9,23.8,.752,10.4,31.9,42.2,23.0,7.6,4.2,15.5,19.6,105.7
New Orleans Pelicans,39.9,89.7,10.7,30.2,29.2,59.5,15.7,20.3,.771,10.4,38.8,49.2,23.7,7.3,4.6,13.6,19.3,106.1
Los Angeles Clippers,37.9,85.2,8.6,25.0,29.3,60.3,18.6,24.3,.766,10.2,32.8,43.0,22.2,7.2,3.4,13.4,22.3,103.0
Denver Nuggets,41.5,88.2,9.4,25.4,32.1,62.8,18.4,23.3,.790,9.3,31.1,40.4,23.9,8.4,5.1,11.9,20.9,110.9
Orlando Magic,39.6,85.8,9.1,25.5,30.6,60.4,16.6,21.7,.764,9.9,35.4,45.2,22.3,7.5,5.2,13.1,18.6,104.9
New York Knicks,39.3,87.4,9.7,27.5,29.6,59.9,19.8,25.3,.785,11.4,32.8,44.1,22.5,7.9,4.7,13.0,18.2,108.2
Phoenix Suns,40.0,85.3,9.9,25.7,30.0,59.7,21.6,27.7,.781,9.7,33.1,42.9,22.2,7.9,5.6,15.5,21.6,111.5
Brooklyn Nets,42.8,92.3,10.5,28.7,32.3,63.6,18.7,24.2,.773,11.4,36.5,48.0,23.3,10.1,5.9,13.3,20.2,114.8
Portland Trail Blazers,39.4,86.6,10.0,26.3,29.4,60.3,21.5,27.2,.792,10.5,34.6,45.1,21.3,8.1,5.2,13.4,19.7,110.5
Houston Rockets,40.1,87.5,10.1,28.3,29.9,59.2,17.5,22.5,.779,10.4,32.3,42.7,22.4,8.7,4.9,14.9,19.8,107.8
Los Angeles Lakers,41.3,86.1,10.2,27.8,31.1,58.3,17.7,23.5,.752,10.4,33.9,44.3,25.3,8.6,5.4,14.0,19.0,110.5
