team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
New York Knicks,0.39436619718309857,0.45714285714285713,0.3333333333333333,0.3,-3
Los Angeles Lakers,0.2028985507246377,0.2647058823529412,0.14285714285714285,0.3,-4
Memphis Grizzlies,0.5714285714285714,0.6944444444444444,0.4411764705882353,0.4,1
Philadelphia 76ers,0.12857142857142856,0.16666666666666666,0.08823529411764706,0.1,-5
San Antonio Spurs,0.855072463768116,1.0,0.7058823529411765,0.9,6
Houston Rockets,0.5,0.5588235294117647,0.4444444444444444,0.6,-1
Detroit Pistons,0.5142857142857142,0.6363636363636364,0.40540540540540543,0.5,2
Boston Celtics,0.5714285714285714,0.6571428571428571,0.4857142857142857,0.5,1
Miami Heat,0.5797101449275363,0.6388888888888888,0.5151515151515151,0.7,1
Orlando Magic,0.42028985507246375,0.5142857142857142,0.3235294117647059,0.3,-3
Portland Trail Blazers,0.5070422535211268,0.6363636363636364,0.39473684210526316,0.3,-1
Golden State Warriors,0.8985507246376812,1.0,0.8108108108108109,0.8,-1
Chicago Bulls,0.5147058823529411,0.6571428571428571,0.36363636363636365,0.5,2
Washington Wizards,0.4927536231884058,0.5277777777777778,0.45454545454545453,0.5,4
Dallas Mavericks,0.5,0.5405405405405406,0.45454545454545453,0.3,1
Minnesota Timberwolves,0.3188405797101449,0.3333333333333333,0.3055555555555556,0.3,-1
Oklahoma City Thunder,0.6857142857142857,0.75,0.6176470588235294,0.6,4
Charlotte Hornets,0.5652173913043478,0.7027027027027027,0.40625,0.8,-1
Milwaukee Bucks,0.42857142857142855,0.6,0.2571428571428571,0.5,-1
Los Angeles Clippers,0.6231884057971014,0.6470588235294118,0.6,0.4,-2
Toronto Raptors,0.6956521739130435,0.7777777777777778,0.6060606060606061,0.8,4
Utah Jazz,0.4857142857142857,0.6285714285714286,0.34285714285714286,0.6,1
Phoenix Suns,0.2753623188405797,0.35294117647058826,0.2,0.4,1
Sacramento Kings,0.391304347826087,0.4117647058823529,0.37142857142857144,0.3,1
New Orleans Pelicans,0.37681159420289856,0.5294117647058824,0.22857142857142856,0.3,1
Cleveland Cavaliers,0.7101449275362319,0.8235294117647058,0.6,0.7,-1
Atlanta Hawks,0.5857142857142857,0.6571428571428571,0.5142857142857142,0.8,5
Brooklyn Nets,0.2753623188405797,0.34285714285714286,0.20588235294117646,0.2,-2
Indiana Pacers,0.5217391304347826,0.6060606060606061,0.4444444444444444,0.5,-2
Denver Nuggets,0.4142857142857143,0.45714285714285713,0.37142857142857144,0.6,1
