team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Golden State Warriors,43.5,88.1,11.9,31.4,31.6,56.7,18.5,23.6,.785,9.6,36.0,45.5,31.2,9.7,6.4,14.6,19.9,117.4
Houston Rockets,40.6,86.9,14.7,38.9,25.9,48.1,17.1,23.1,.742,11.6,33.5,45.1,25.5,8.1,4.8,16.0,19.9,113.0
Portland Trail Blazers,39.7,86.8,10.5,29.4,29.2,57.5,19.4,24.5,.791,9.9,32.3,42.1,22.1,6.8,4.8,13.5,22.9,109.4
Los Angeles Lakers,38.9,87.0,9.2,26.1,29.8,61.0,17.8,22.9,.775,11.7,32.3,44.0,20.8,8.3,3.7,16.0,20.5,104.8
Los Angeles Clippers,39.5,84.1,10.3,26.9,29.2,57.2,20.5,27.0,.759,9.5,34.1,43.6,22.7,8.3,4.6,12.7,20.6,109.8
Indiana Pacers,39.0,86.2,8.0,22.7,31.0,63.5,18.4,22.8,.809,8.8,34.0,42.8,21.8,8.6,5.6,14.3,19.6,104.5
New Orleans Pelicans,38.4,87.5,8.5,25.2,29.9,62.3,17.6,23.3,.755,8.7,35.7,44.4,23.1,7.5,6.0,13.1,18.7,103.0
Toronto Raptors,40.8,85.1,9.6,24.2,31.1,60.9,21.2,26.1,.811,11.0,31.5,42.5,20.4,9.0,4.6,11.9,21.3,112.3
Denver Nuggets,39.3,87.8,9.5,26.4,29.8,61.3,19.5,26.2,.743,12.9,35.1,48.0,22.2,6.6,4.1,16.0,20.8,107.5
Phoenix Suns,39.3,89.0,8.3,24.4,31.0,64.6,19.6,25.8,.761,11.7,33.6,45.2,18.2,8.6,4.4,15.8,25.4,106.5
Oklahoma City Thunder,39.9,87.4,8.5,25.8,31.4,61.6,18.2,25.1,.724,11.2,34.6,45.8,21.7,7.9,5.0,15.3,20.2,106.5
New York Knicks,39.7,89.2,9.1,25.1,30.6,64.2,16.8,21.3,.785,11.9,33.8,45.7,22.1,7.4,5.9,14.0,21.2,105.3
Orlando Magic,37.1,85.7,8.5,25.6,28.6,60.1,15.3,21.5,.711,9.7,33.3,43.0,21.6,6.4,5.5,12.8,18.3,98.0
Detroit Pistons,38.3,85.6,7.2,21.6,31.1,64.0,14.1,18.7,.753,9.8,34.3,44.1,20.7,6.7,3.6,11.8,17.4,98.0
Boston Celtics,38.3,86.1,11.0,31.4,27.3,54.7,16.9,21.3,.793,9.3,32.7,42.1,24.4,7.6,4.5,12.3,20.6,104.5
Charlotte Hornets,37.5,85.9,9.9,27.7,27.7,58.2,19.4,25.7,.757,9.2,36.5,45.7,23.6,6.5,4.9,12.0,16.9,104.3
San Antonio Spurs,38.2,81.9,8.9,22.2,29.3,59.7,18.6,22.6,.820,9.3,33.6,42.8,23.6,8.2,5.6,13.4,18.1,103.9
Memphis Grizzlies,34.9,84.4,8.2,25.2,26.7,59.2,18.7,23.9,.784,11.0,33.5,44.5,20.0,8.6,5.1,13.7,24.5,96.8
Cleveland Cavaliers,39.2,84.6,13.6,33.3,25.6,51.3,18.7,24.7,.756,9.9,34.3,44.1,22.6,6.9,4.4,13.5,18.1,110.6
Brooklyn Nets,37.7,86.2,11.0,33.4,26.6,52.8,20.0,25.7,.778,9.6,35.3,44.9,20.9,7.8,4.4,17.3,20.8,106.4
Utah Jazz,36.0,77.1,9.6,26.6,26.3,50.5,17.5,22.8,.768,8.1,34.4,42.5,19.0,6.1,5.4,13.4,19.7,99.1
Miami Heat,37.9,86.4,8.4,25.1,29.5,61.3,14.7,22.1,.664,11.6,33.4,45.1,20.7,6.8,5.6,13.1,20.3,99.0
Sacramento Kings,37.2,83.5,8.4,24.2,28.8,59.2,19.2,25.0,.768,9.7,32.0,41.7,21.4,8.0,4.2,14.0,20.8,102.1
Atlanta Hawks,38.8,84.3,8.6,25.9,30.2,58.4,15.9,22.3,.711,10.2,33.3,43.5,24.0,8.6,5.3,16.3,17.6,102.0
Washington Wizards,40.2,86.5,7.8,22.1,32.4,64.4,17.2,22.3,.774,10.5,31.4,41.9,22.1,9.0,3.9,14.2,21.9,105.3
Minnesota Timberwolves,38.2,84.5,8.0,23.3,30.2,61.2,19.5,25.0,.783,12.1,31.2,43.4,22.1,7.4,4.9,15.1,20.9,103.9
Chicago Bulls,38.1,86.6,6.0,19.5,32.1,67.1,19.3,24.0,.801,13.3,34.7,48.0,21.2,7.5,5.4,13.6,17.2,101.4
Milwaukee Bucks,39.2,84.8,8.6,24.6,30.6,60.2,16.9,22.2,.761,9.9,34.5,44.3,24.2,8.2,5.5,14.1,20.6,103.9
Philadelphia 76ers,36.5,84.5,10.6,30.0,25.9,54.5,14.4,19.6,.736,9.4,34.3,43.7,22.7,7.6,5.8,16.9,21.6,98.1
Dallas Mavericks,34.9,81.9,10.1,29.6,24.8,52.3,14.2,17.8,.798,8.5,29.9,38.4,19.0,8.0,3.7,12.3,19.3,94.2
