team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.452,12.8,.692,.331,.117,.093,.151,.308,.501,.617,.348,.394,.430,.341,.542,.054,339,.287,1083,.879,.236,.388,11,0
Boston Celtics,.454,14.1,.607,.294,.131,.071,.111,.393,.515,.633,.396,.418,.404,.360,.567,.032,204,.271,1093,.838,.219,.412,20,0
Brooklyn Nets,.445,13.0,.629,.309,.174,.077,.070,.371,.506,.614,.419,.392,.371,.342,.453,.035,220,.299,1162,.849,.215,.376,21,0
Chicago Bulls,.444,12.6,.745,.279,.168,.118,.179,.255,.480,.597,.451,.393,.382,.338,.513,.038,244,.254,989,.874,.289,.413,9,0
Charlotte Hornets,.442,13.7,.665,.281,.133,.099,.152,.335,.488,.611,.400,.419,.379,.351,.544,.034,218,.253,1005,.796,.133,.377,15,1
Cleveland Cavaliers,.471,14.3,.602,.285,.109,.092,.115,.398,.528,.665,.364,.428,.426,.385,.438,.059,379,.232,936,.831,.291,.417,7,0
Dallas Mavericks,.440,15.2,.635,.200,.128,.117,.190,.365,.488,.636,.445,.443,.389,.356,.474,.039,232,.167,641,.810,.196,.374,17,0
Denver Nuggets,.470,12.7,.671,.330,.156,.077,.109,.329,.519,.628,.437,.386,.398,.369,.526,.053,340,.283,1143,.870,.193,.384,19,0
Detroit Pistons,.450,12.9,.738,.250,.189,.142,.157,.262,.492,.645,.389,.444,.417,.330,.456,.043,279,.212,893,.842,.202,.383,30,1
Golden State Warriors,.495,14.0,.642,.303,.102,.107,.129,.358,.557,.689,.409,.433,.468,.384,.657,.074,488,.236,1012,.831,.208,.413,28,1
Houston Rockets,.462,14.3,.539,.320,.126,.042,.051,.461,.551,.666,.392,.376,.376,.358,.545,.075,471,.270,1134,.766,.202,.390,14,0
Indiana Pacers,.465,13.3,.728,.240,.186,.107,.195,.272,.498,.622,.465,.418,.419,.376,.499,.036,222,.233,921,.837,.261,.402,19,1
Los Angeles Clippers,.475,14.1,.671,.274,.119,.081,.196,.329,.524,.660,.418,.420,.441,.375,.493,.067,407,.222,866,.783,.199,.422,16,2
Los Angeles Lakers,.450,12.4,.704,.298,.187,.103,.117,.296,.493,.632,.399,.379,.392,.347,.460,.055,351,.249,990,.771,.219,.368,16,1
Memphis Grizzlies,.436,13.3,.683,.289,.159,.092,.144,.317,.474,.578,.417,.387,.383,.354,.505,.033,201,.267,966,.810,.191,.407,27,0
Miami Heat,.454,12.9,.685,.290,.168,.095,.132,.315,.495,.628,.411,.385,.389,.366,.429,.053,339,.239,919,.890,.302,.401,13,0
Milwaukee Bucks,.474,11.7,.710,.352,.173,.077,.107,.290,.517,.643,.401,.378,.390,.371,.533,.073,444,.283,1062,.926,.278,.389,12,0
Minnesota Timberwolves,.466,12.3,.751,.304,.163,.097,.187,.249,.506,.644,.436,.391,.405,.347,.532,.059,375,.250,977,.881,.267,.386,11,0
New Orleans Pelicans,.450,13.2,.691,.280,.168,.094,.148,.309,.495,.626,.417,.427,.379,.350,.502,.048,312,.243,974,.838,.221,.372,11,0
New York Knicks,.447,13.1,.721,.290,.127,.132,.172,.279,.485,.590,.380,.439,.420,.348,.470,.040,262,.256,979,.847,.231,.425,23,0
Oklahoma City Thunder,.452,12.0,.704,.345,.146,.104,.109,.296,.504,.615,.419,.389,.381,.327,.467,.063,394,.285,1115,.772,.252,.340,19,2
Orlando Magic,.440,13.4,.700,.265,.168,.109,.158,.300,.488,.617,.426,.415,.390,.325,.494,.042,268,.231,906,.875,.182,.296,24,0
Philadelphia 76ers,.441,13.2,.649,.306,.150,.093,.100,.351,.495,.638,.378,.383,.345,.340,.545,.047,295,.267,1061,.871,.153,.407,8,0
Phoenix Suns,.450,12.4,.744,.306,.154,.120,.165,.256,.491,.629,.413,.402,.374,.332,.421,.057,358,.258,1065,.790,.270,.329,20,0
Portland Trail Blazers,.459,13.2,.678,.299,.142,.090,.148,.322,.499,.595,.419,.443,.417,.374,.444,.048,302,.248,923,.788,.202,.376,17,0
Sacramento Kings,.461,12.9,.707,.259,.196,.099,.153,.293,.496,.643,.422,.411,.399,.375,.504,.051,307,.252,965,.874,.237,.413,18,0
San Antonio Spurs,.470,13.3,.719,.255,.159,.116,.190,.281,.500,.646,.428,.392,.431,.391,.528,.048,291,.216,854,.872,.270,.429,12,0
Toronto Raptors,.464,13.1,.712,.253,.185,.120,.153,.288,.505,.630,.451,.449,.407,.364,.372,.041,255,.233,900,.815,.273,.385,12,1
Utah Jazz,.465,12.9,.673,.297,.153,.105,.119,.327,.511,.651,.412,.427,.361,.372,.454,.069,408,.234,864,.796,.278,.384,14,1
Washington Wizards,.475,13.0,.716,.300,.138,.109,.169,.284,.515,.629,.427,.425,.442,.374,.497,.047,299,.260,1068,.861,.253,.357,10,0
