team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Utah Jazz,36.2,82.0,8.3,23.0,28.0,58.9,16.0,21.0,.762,9.0,31.3,40.3,17.9,7.2,3.8,12.2,20.3,96.7
San Antonio Spurs,36.7,83.2,8.1,23.7,28.6,59.5,16.6,21.4,.774,9.8,31.6,41.4,21.1,7.6,3.9,14.6,20.1,98.1
Dallas Mavericks,36.8,78.6,9.4,24.9,27.4,53.7,17.1,22.2,.770,8.8,35.5,44.3,20.9,6.5,3.5,15.2,19.7,100.1
Memphis Grizzlies,34.8,78.5,9.9,28.1,24.9,50.4,20.7,27.5,.754,9.0,33.0,42.0,20.2,6.9,5.1,14.5,21.2,100.2
Miami Heat,37.8,84.2,7.8,22.6,30.0,61.5,18.6,23.9,.778,10.3,33.4,43.7,19.6,6.8,4.9,13.6,18.7,102.0
Toronto Raptors,37.3,82.9,9.6,27.2,27.7,55.7,18.7,24.0,.779,10.0,32.1,42.2,21.9,6.7,4.9,14.7,20.5,102.9
Chicago Bulls,39.9,86.5,9.0,25.5,30.9,61.0,14.4,18.8,.769,10.3,32.7,43.0,23.8,7.3,4.6,13.3,18.9,103.4
Detroit Pistons,38.4,83.1,9.2,25.1,29.2,58.0,16.5,21.2,.779,8.0,34.7,42.8,23.4,6.7,4.1,12.7,17.6,102.4
Milwaukee Bucks,38.1,82.9,10.0,27.9,28.1,54.9,18.0,23.4,.770,10.3,31.9,42.2,24.0,7.2,4.7,14.8,19.5,104.2
Atlanta Hawks,38.9,87.3,10.9,30.1,28.1,57.2,15.6,20.3,.767,10.8,33.2,44.0,23.3,9.2,5.3,15.5,21.8,104.3
Golden State Warriors,38.7,88.9,9.1,28.0,29.6,60.9,17.9,23.4,.764,11.5,32.0,43.5,22.6,8.6,3.9,15.6,19.6,104.3
Charlotte Hornets,39.3,86.8,11.3,31.3,28.1,55.5,14.4,18.6,.773,9.0,35.5,44.5,24.2,6.7,5.6,12.9,20.1,104.3
Minnesota Timberwolves,39.4,83.2,9.6,26.6,29.8,56.6,17.5,22.8,.767,9.8,30.5,40.3,22.7,7.7,4.9,14.3,20.5,105.9
Oklahoma City Thunder,39.4,85.5,8.9,24.8,30.5,60.7,18.4,24.1,.763,9.2,31.3,40.6,21.5,8.5,5.4,13.8,20.9,106.1
Boston Celtics,38.7,85.7,9.0,27.0,29.7,58.7,18.8,24.8,.759,10.9,33.7,44.6,22.5,7.6,5.2,14.1,20.2,105.1
Indiana Pacers,38.1,84.7,10.1,29.0,27.9,55.7,19.0,24.1,.789,10.9,33.8,44.7,22.4,8.1,5.1,14.9,19.6,105.3
Cleveland Cavaliers,40.7,88.7,10.2,28.2,30.4,60.5,15.3,19.7,.775,11.1,33.1,44.2,24.4,7.2,4.4,12.6,20.6,106.8
New Orleans Pelicans,39.6,88.9,10.4,30.1,29.2,58.8,15.9,20.8,.764,10.6,37.7,48.3,23.1,7.5,4.3,13.9,19.4,105.6
Los Angeles Clippers,38.5,85.2,9.3,26.3,29.2,59.0,18.3,23.5,.779,10.2,33.1,43.3,23.0,7.2,3.3,13.2,22.2,104.5
Sacramento Kings,38.2,82.8,11.0,29.7,27.2,53.0,18.9,24.2,.779,10.0,32.9,42.9,23.6,8.4,5.1,14.1,20.3,106.3
Orlando Magic,39.9,85.9,9.5,25.9,30.4,60.0,17.4,22.6,.769,9.9,35.5,45.4,23.3,7.5,5.1,13.1,18.9,106.6
Washington Wizards,39.4,85.1,9.8,27.2,29.6,57.9,18.2,24.2,.751,10.6,32.5,43.1,22.8,7.4,4.6,15.5,19.9,106.9
Philadelphia 76ers,39.2,86.1,8.9,25.1,30.3,61.0,20.3,26.4,.771,10.8,34.2,45.0,22.4,8.6,5.4,15.1,19.7,107.6
New York Knicks,39.9,88.1,9.8,28.0,30.1,60.1,18.9,24.5,.771,11.9,33.4,45.3,22.0,7.5,4.6,12.9,18.4,108.5
Houston Rockets,40.8,88.0,10.0,29.0,30.8,59.0,17.2,22.3,.775,10.5,33.1,43.6,23.8,8.5,4.9,15.4,20.6,108.9
Portland Trail Blazers,39.2,86.5,9.6,25.7,29.6,60.8,21.0,26.8,.784,10.1,33.9,43.9,20.7,7.9,5.3,12.7,19.9,109.0
Denver Nuggets,42.1,87.9,9.8,25.8,32.4,62.1,17.2,22.0,.783,9.3,31.2,40.5,24.2,8.4,4.8,12.1,20.3,111.3
Los Angeles Lakers,41.7,86.5,10.2,27.6,31.6,58.9,18.5,24.3,.762,10.5,34.4,44.9,25.5,8.6,5.3,14.2,18.7,112.1
Brooklyn Nets,41.8,90.9,9.9,27.1,31.9,63.8,19.6,25.4,.772,11.0,36.0,47.0,22.9,9.6,5.7,13.2,20.6,113.2
Phoenix Suns,40.0,85.8,9.9,25.8,30.2,60.0,22.8,29.1,.785,10.1,33.9,44.0,22.2,8.2,5.5,15.1,22.2,112.8
