team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
San Antonio Spurs,36.8,82.4,8.2,24.0,28.6,58.4,16.6,21.3,.778,9.5,30.9,40.4,21.4,7.7,3.9,14.2,20.0,98.4
Utah Jazz,35.7,82.7,8.1,22.8,27.6,59.9,15.6,20.3,.766,9.9,30.9,40.8,17.6,7.0,3.5,12.0,20.3,94.9
Philadelphia 76ers,38.7,85.8,9.2,25.6,29.6,60.2,18.7,24.8,.757,10.8,34.2,44.9,21.9,8.5,5.3,14.4,19.8,105.3
Dallas Mavericks,36.5,77.3,9.9,24.6,26.6,52.7,17.6,22.6,.779,8.5,35.5,44.0,21.1,6.5,3.5,15.2,19.2,100.4
Milwaukee Bucks,37.7,84.6,10.4,29.3,27.3,55.3,17.8,22.9,.776,10.7,31.9,42.6,24.4,7.3,5.1,14.4,19.1,103.6
Cleveland Cavaliers,39.6,87.4,10.2,28.3,29.4,59.1,14.7,19.2,.767,11.0,32.8,43.8,24.0,7.4,5.0,14.0,21.7,104.1
Atlanta Hawks,38.9,86.6,10.0,28.1,28.8,58.4,14.9,19.3,.769,10.5,32.8,43.2,22.2,9.0,4.9,15.6,20.8,102.6
Sacramento Kings,37.7,81.8,11.1,29.2,26.6,52.6,19.0,24.4,.780,10.1,32.8,42.8,23.1,8.2,5.7,14.9,21.5,105.5
Washington Wizards,39.0,83.8,10.1,27.0,28.9,56.9,17.6,23.7,.742,10.1,32.2,42.3,23.1,7.5,4.3,15.8,19.6,105.7
Memphis Grizzlies,34.2,78.6,9.5,27.9,24.7,50.7,21.1,28.7,.736,8.9,33.9,42.8,19.5,6.7,5.2,15.0,20.9,99.1
Charlotte Hornets,39.3,88.0,10.9,30.7,28.4,57.3,14.5,18.6,.776,9.4,35.3,44.7,24.1,6.8,5.8,12.6,20.6,104.0
Indiana Pacers,39.1,87.1,10.3,30.0,28.8,57.2,18.3,23.3,.786,11.5,34.7,46.2,23.0,8.1,5.4,15.2,20.1,106.8
Boston Celtics,38.2,85.1,9.3,26.7,28.9,58.4,18.8,24.4,.768,11.3,34.0,45.3,22.7,7.4,5.3,14.1,19.3,104.5
Toronto Raptors,38.2,84.1,10.1,28.0,28.1,56.0,18.2,23.4,.778,11.0,32.2,43.2,22.6,6.3,4.5,15.6,20.7,104.7
Golden State Warriors,38.9,89.9,9.2,28.8,29.6,61.1,18.1,23.7,.765,11.5,32.0,43.5,21.7,9.0,3.7,15.0,20.3,105.1
Miami Heat,38.3,85.4,8.3,23.6,30.0,61.8,17.8,22.7,.783,10.4,35.0,45.4,20.8,6.6,5.4,13.2,18.8,102.8
Detroit Pistons,37.7,82.4,9.1,24.4,28.7,58.0,16.5,21.2,.778,8.3,34.6,42.8,23.3,7.0,4.3,12.8,17.0,101.0
Chicago Bulls,39.3,86.0,8.5,23.8,30.8,62.2,14.2,18.7,.757,10.5,32.3,42.8,24.0,7.2,5.0,13.0,19.2,101.4
Minnesota Timberwolves,38.3,81.9,9.5,26.4,28.8,55.4,18.2,23.5,.775,9.1,30.7,39.8,22.1,8.0,5.1,14.2,20.8,104.4
Los Angeles Clippers,37.5,85.0,8.6,25.0,28.9,60.0,18.4,24.3,.760,10.3,32.8,43.2,21.5,7.3,3.4,13.8,22.5,102.1
New Orleans Pelicans,39.6,89.9,10.5,30.0,29.2,59.9,15.3,20.1,.763,10.6,38.7,49.3,23.8,7.4,4.6,13.5,19.4,105.0
Denver Nuggets,41.6,88.2,9.6,25.7,32.1,62.5,18.7,23.7,.789,9.4,31.2,40.6,23.9,8.4,5.2,12.0,20.8,111.5
Orlando Magic,39.7,85.8,8.7,24.9,30.9,60.9,16.6,21.7,.766,10.0,35.3,45.3,22.3,7.3,5.3,13.1,18.7,104.6
Oklahoma City Thunder,39.2,86.4,8.8,25.1,30.4,61.3,18.0,23.8,.755,9.9,31.4,41.3,21.7,8.2,5.0,14.0,21.0,105.2
New York Knicks,39.4,87.4,9.7,27.3,29.7,60.0,19.7,25.4,.777,11.5,33.2,44.6,22.5,7.9,4.7,13.2,18.3,108.3
Phoenix Suns,40.0,85.3,9.8,25.5,30.1,59.8,21.9,28.1,.780,9.8,33.4,43.2,22.1,8.0,5.6,15.8,21.7,111.7
Brooklyn Nets,42.8,92.1,10.5,28.7,32.4,63.4,18.9,24.5,.771,11.3,36.6,47.9,23.4,10.3,5.9,13.5,20.2,115.0
Houston Rockets,40.0,87.4,10.1,28.0,29.9,59.4,17.6,22.5,.780,10.3,32.4,42.7,22.1,8.5,4.8,14.8,20.0,107.6
Portland Trail Blazers,39.4,86.3,9.9,26.0,29.5,60.3,21.9,27.6,.793,10.4,34.3,44.8,20.9,8.1,5.1,13.1,19.7,110.7
Los Angeles Lakers,41.4,86.2,10.0,27.6,31.4,58.6,17.6,23.6,.748,10.4,33.9,44.4,25.3,8.5,5.4,13.9,19.3,110.5
